date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-31 23:59:59,BrianSimsPA,MyFabDisease,2,11,55,"“Nursing student Brian Thomas never imagined his on-the-job education would transform into fighting on the very front lines of the COVID-19 pandemic, or that he would be forced to take extreme safety precautions each time he arrived home from his internship...” - Mark S. King https://twitter.com/MyFabDisease/status/1244985431420272640 …",,,,1245138807751618561,https://twitter.com/BrianSimsPA/status/1245138807751618561
2020-03-31 23:59:57,GovPhilScott,,1,3,25,"As we prepare for a surge in COVID-19 cases expected in the coming weeks, it will require each of us to do our part to ease the burden on our health care system, the struggles of those less fortunate, and, ultimately, to save the lives of our friends and neighbors. 2/15",,,,1245138798327074817,https://twitter.com/GovPhilScott/status/1245138798327074817
2020-03-31 23:59:57,GovPhilScott,,28,99,183,"THREAD: Today, I’m calling all Vermonters into service with the launch of a new website allowing people to sign up for volunteer assistance to support our response to COVID-19. I’m asking every Vermonter to dig deep and find a way to help. #vtpoli 1/15 https://vermont.gov/volunteer .",,,#vtpoli,1245138797467176960,https://twitter.com/GovPhilScott/status/1245138797467176960
2020-03-31 23:59:52,Van_rito_Ullij,,1,5,3,"Nano Research for COVID-19 https://pubs.acs.org/doi/10.1021/acsnano.0c02540#… ""The nanotechnology community can contribute significantly in the fight against COVID-19. Nanomaterials have been used for the development of point-of-care diagnostics, carriers for therapeutics, and vaccine development.",,,#,1245138777800146945,https://twitter.com/Van_rito_Ullij/status/1245138777800146945
2020-03-31 23:59:40,leslieberland,,113,165,3429,"My brother is a cardiologist, now full time COVID doctor. My parents are older so we’re worried about them. Didn’t fully realize how worried they are about my brother. All they asked from him is a “k.” This text pic.twitter.com/KA4qneIVnQ",,,,1245138725752971265,https://twitter.com/leslieberland/status/1245138725752971265
2020-03-31 23:59:34,gonya_lado,,2,46,196,"Me trying to stay calm during covid-19 and that fucking earthquake pic.twitter.com/03A6MncnuG",,,,1245138702378004482,https://twitter.com/gonya_lado/status/1245138702378004482
2020-03-31 23:59:22,mefeater,,11,244,842,"Drake with an important announcement about the coronavirus pic.twitter.com/ooU4y7MrA1",,,,1245138650662395905,https://twitter.com/mefeater/status/1245138650662395905
2020-03-31 23:59:22,SenWarren,,79,372,1598,"I'm heartsick for everyone we've lost to coronavirus in Massachusetts & across the country – but the outbreak at Soldiers’ Home is especially devastating. I'll work with @RepRichardNeal to find out what happened & how we can protect these veterans.https://www.wwlp.com/news/local-news/hampden-county/holyoke-soldiers-home-superintendent-placed-on-leave-effective-immediately/ …",,@RepRichardNeal,,1245138650377138177,https://twitter.com/SenWarren/status/1245138650377138177
2020-03-31 23:59:17,UArizonaPres,,0,12,35,"Thank you to Provost Liesl Folks @UAZProvost for joining me for a great Q&A session covering @uarizona's response to COVID-19. Full video at the link below. https://youtu.be/5irFlTCTP3Q pic.twitter.com/dDBjWM2wYj",,@UAZProvost @uarizona,,1245138630617608193,https://twitter.com/UArizonaPres/status/1245138630617608193
2020-03-31 23:59:11,bennyborremans,wormmaps,1,3,15,"Can wildlife virus discovery programs like the re-started PREDICT project help to prevent outbreaks like COVID-19? Unlikely. And they shouldn't overstate their potential. But such programs do provide important data and insights. Balanced take in this thread and perspective piece. https://twitter.com/wormmaps/status/1245126072338976768 …",,,,1245138603698577408,https://twitter.com/bennyborremans/status/1245138603698577408
2020-03-31 23:59:10,jean__hardy,annehelen,8,88,256,"Phenomenal piece on a pretty bad and unique side effect of COVID-19 in rural communities. I've got a couple quotes in the article on insider/outsider tensions and what I call ""disaster gentrification,"" where rural communities are seen as a place of respite during crises. https://twitter.com/annehelen/status/1245073990651006976 …",,,,1245138601102520327,https://twitter.com/jean__hardy/status/1245138601102520327
2020-03-31 23:58:55,FBMem87,RealMattCouch,2,6,80,"Good Ridance!! If CNN is refusing to Air the COVID-19 briefings then Jim Acosta doesn’t need to be there. Kick him out!",,,,1245138538531880962,https://twitter.com/FBMem87/status/1245138538531880962
2020-03-31 23:58:49,Limeylizzie,,31,4,299,"Another day where I sobbed about 4 separate times, got really angry, felt truly sorry for myself, raged at the unfairness of the universe, but OTOH it's nearly 8pm and I don't have any symptoms of Covid-19 today.",,,,1245138513667993602,https://twitter.com/Limeylizzie/status/1245138513667993602
2020-03-31 23:58:38,woye1,,21,118,291,"I will suggest that Nigeria should prepare 2,000beds ahead of peak period in each state to combat coronavirus. Peak period is very near especially in Lagos, Abuja, Oyo & Ogun States. Let us work ahead . I pray that God will intervene that our nation will be spared.",,,,1245138465974599682,https://twitter.com/woye1/status/1245138465974599682
2020-03-31 23:58:23,andydouglas12,,6,11,202,"Was challenged by @ecain01 in the COVID-19 Jump Shot Challenge. I challenge my wife @LindaDouglas77 @CoachBradHoyt and @RoyWebbQPS (and no lie... this was the first take)!!pic.twitter.com/LcLUyfKhVB",,@ecain01 @LindaDouglas77 @CoachBradHoyt @RoyWebbQPS,,1245138403626287107,https://twitter.com/andydouglas12/status/1245138403626287107
2020-03-31 23:58:22,JoshuaPotash,,32,266,321,"Fox News should no longer exist. Here’s a compilation of them equating coronavirus to the flu. Again and again and again. pic.twitter.com/hhiioXCvYc",,,,1245138397607407622,https://twitter.com/JoshuaPotash/status/1245138397607407622
2020-03-31 23:58:03,JJcolemanMD,racheljulie,13,23,129,"This. Is. Not. Okay. A vent won’t help you if there is no physician for that vent. #Covid_19 https://twitter.com/racheljulie/status/1245114069339852802 …",,,#Covid_19,1245138320461611016,https://twitter.com/JJcolemanMD/status/1245138320461611016
2020-03-31 23:58:01,LindaLiberty9,,23,478,385,"During his STOU address President @realDonaldTrump warned the American people about the corona virus. Bitter @SpeakerPelosi tore it up in a snit fit. Remember that Nancy. @POTUS was taking steps to protect Americans from the virus while. Dems were focused on fake impeachment. pic.twitter.com/6ffbv5hrFY",,@realDonaldTrump @SpeakerPelosi @POTUS,,1245138311003295744,https://twitter.com/LindaLiberty9/status/1245138311003295744
2020-03-31 23:58:00,CTVKitchener,,4,8,55,"WATCH: Friends and family are remembering 41-year-old John Tsai: the first person in Waterloo Region to die from COVID-19, @nicolelampa reports. http://ctv.news/GRD6n3T pic.twitter.com/i0yzLVcHHZ",,@nicolelampa,,1245138305466765313,https://twitter.com/CTVKitchener/status/1245138305466765313
2020-03-31 23:58:00,jacobinmag,,12,70,159,"Brazil’s fragile health system and densely populated cities threaten to turn the COVID-19 outbreak into a full-scale social collapse. Bolsonaro’s dismissal of the pandemic as a “little flu” is threatening to hasten the far-right leader’s downfall. https://jacobinmag.com/2020/03/jair-bolsonaro-coronavirus-covid-political-crisis …",,,,1245138305345359876,https://twitter.com/jacobinmag/status/1245138305345359876
2020-03-31 23:59:51,JosephAaronF,,1,1,1,"Why does Joe Biden even bother saying that no one should have to pay for Covid-19 treatment? Neither you nor your base support single-payer healthcare, so according to your own policy on the issue everyone should have to pay for Covid-19 care.",,,,1245138773148676096,https://twitter.com/JosephAaronF/status/1245138773148676096
2020-03-31 23:59:50,GOPoversight,,19,203,335,". @CongressmanHice ""the top Republican on the House Oversight Subcommittee on Government Operations, is calling for information on how New York City plans to ensure citizens are protected upon the release of inmates in response to the coronavirus pandemic."" https://thehill.com/homenews/house/490488-gop-lawmaker-requests-information-on-release-of-inmates-in-new-york …",,@CongressmanHice,,1245138766165131264,https://twitter.com/GOPoversight/status/1245138766165131264
2020-03-31 23:59:30,CraigBeach19,,0,0,0,"COVID-19 (PART 2 of 2): Listen to Dr. Ploesser and Dr. Beach discuss COVID-19 — Prevention, Risk Reduction, and Treatment COVID-19 (PART 2 of 2): Apple: https://podcasts.apple.com/us/podcast/mental-reality-with-dr-beach/id1501112152 … Spotify: https://open.spotify.com/episode/4iGacg5KYK0Pealnv7yqBn … COVID-19 (PART 1 of 2): Apple: https://podcasts.apple.com/us/podcast/mental-reality-with-dr-beach/id1501112152 …pic.twitter.com/VeQNorBrdZ",,,,1245138684493455360,https://twitter.com/CraigBeach19/status/1245138684493455360
2020-03-31 23:59:27,PinkVanillaMe,,14,6,55,"Someone else can summarize tomorrow’s #Covid_19 rally. I feel dirty as fuck, like I need a second shower",,,#Covid_19,1245138672036597762,https://twitter.com/PinkVanillaMe/status/1245138672036597762
2020-03-31 23:59:27,haileyabrea,,2,0,16,"love getting the news that my roommate tested positive for COVID-19",,,,1245138671243866112,https://twitter.com/haileyabrea/status/1245138671243866112
2020-03-31 23:59:24,SMSObsessed,,1,0,15,"Potentially taking Coco to a big show in July (Covid-19 permitting) We would absolutely get our butts KICKED but it'd be...a learning experience?¿",,,,1245138660950974464,https://twitter.com/SMSObsessed/status/1245138660950974464
2020-03-31 23:59:22,ellymelly,,63,140,503,"Queensland is giving its public servants a pay rise of 3% while the private sector is lined up outside #newstart? I can't see that going down very well. #qldpol #auspol #coronavirus #COVIDー19",,,#newstart #qldpol #auspol #coronavirus #COVIDー19,1245138651123560448,https://twitter.com/ellymelly/status/1245138651123560448
2020-03-31 23:59:17,billie_allison_,Chels_FAC14,18,63,592,"in awe that (a) people are so fucking stupid and (b) that there are real, nonfictional people out here named Brett. imagine catching #coronavirus from a guy named Brett. #StayHomeBretthttps://twitter.com/Chels_FAC14/status/1244778934358573058 …",,,#coronavirus #StayHomeBretthttps,1245138630273875968,https://twitter.com/billie_allison_/status/1245138630273875968
2020-03-31 23:59:13,WorksReadsVotes,FrecklesXX20,5,7,24,"I wonder how #BeNest #MelanCHOLia could possibly SPIN this? I want to see her and the dumpster do one of their #PhotoOp tours of #NYC hospitals wearing no more PPE than the medical professionals and in the same proximity to COVID-19 patients.",,,#BeNest #MelanCHOLia #PhotoOp #NYC,1245138612137664514,https://twitter.com/WorksReadsVotes/status/1245138612137664514
2020-03-31 23:59:07,GlobalBC,,3,5,9,"Do you know a B.C. health-care hero? To honour them for fighting COVID-19, send a picture & some details to bchealthcareheroes@globalnews.ca. Or tag us on social media, using hashtag #bchealthcareheroes for a possible shout out on @GlobalBC News at 6 with @chrisgailus @sophieluipic.twitter.com/AsJkUa1WIf",,@globalnews @GlobalBC @chrisgailus @sophieluipic,#bchealthcareheroes,1245138587898634241,https://twitter.com/GlobalBC/status/1245138587898634241
2020-03-31 23:58:55,CamillaR_TV,,3,3,17,"UPDATE: 3 more COVID-19 deaths in Bexar County. Officials will begin citing businesses. #FoxSanAntonio @KABBFOX29",,@KABBFOX29,#FoxSanAntonio,1245138537504288768,https://twitter.com/CamillaR_TV/status/1245138537504288768
2020-03-31 23:58:51,shannanwrites,,4,0,32,"The freakiest aspect of being glued to live updates on #Covid_19 is seeing headlines TWO MINUTES AGO saying things like, ""Maine Gov issues 'stay at home' directive"" like they just got the memo TWO MINUTES AGO.",,,#Covid_19,1245138519170875392,https://twitter.com/shannanwrites/status/1245138519170875392
2020-03-31 23:58:39,PeekWhite,,1,3,29,"THATS IT IDAHO HAD AN EARTH QUAKE COVID 19 KOBE ECONOMY CRASH WE ARE ALL DONE",,,,1245138469103357952,https://twitter.com/PeekWhite/status/1245138469103357952
2020-03-31 23:58:36,nancmcpherson,AARPCA,0,6,18,"Congratulations @GavinNewsom @CalAging for building partnerships that prioritize the needs of older adults in CA during COVID-19 and send a message that all Californians are important! @AARPCA @MrRawle @MMurray1118https://twitter.com/AARPCA/status/1245136630765191171 …",,@GavinNewsom @CalAging @AARPCA @MrRawle @MMurray1118https,,1245138457560666117,https://twitter.com/nancmcpherson/status/1245138457560666117
2020-03-31 23:58:26,Nationwideradio,,2,13,13,"A Patient Recovering From COVID-19 Has Died, Cases Climb To 38 https://nationwideradiojm.com/jamaica-records-2nd-covid-19-related-death-as-cases-increase-to-38/ …",,,,1245138413822644224,https://twitter.com/Nationwideradio/status/1245138413822644224
2020-03-31 23:58:25,iamdahmmie,,10,2,32,"May this rain wash away Covid-19.",,,,1245138409510899712,https://twitter.com/iamdahmmie/status/1245138409510899712
2020-03-31 23:58:24,CFloresNews,,4,11,5,"As dozens of UT students on Spring Break test positive for COVID-19, with dozens more awaiting results, we learn more from @AUStinAirport about why this case proves how difficult it is to contain the outbreak. FULL STORY HERE:https://cbsaustin.com/news/local/28-austin-young-adults-test-positive-for-covid-19-after-spring-break-trip-to-mexico …",,@AUStinAirport,,1245138409154322433,https://twitter.com/CFloresNews/status/1245138409154322433
2020-03-31 23:58:17,jensteer,,3,3,9,"The Cuyahoga County Board of Health is investigating a cluster of COVID-19 casess at ManorCare Health Services in Parma.",,,,1245138377873260544,https://twitter.com/jensteer/status/1245138377873260544
2020-03-31 23:58:12,ReChelle_Turner,,1,5,8,"DID YOU KNOW: @ilovepurplecow and @slimchickens were founded in Arkansas? Since #Covid_19 the establishments have cut down on hours and workers. I’ll tell how business is going tonight on @KARK4News at 10 and what they expect in the future. #artogetherpic.twitter.com/ys8kfApKcM",,@ilovepurplecow @slimchickens @KARK4News,#Covid_19 #artogetherpic,1245138356566196225,https://twitter.com/ReChelle_Turner/status/1245138356566196225
2020-03-31 23:57:44,JackBones10,,1,3,7,"McConnell says Trump impeachment trial 'diverted the attention' of the government as coronavirus entered US Jack’s opinion: Pelosi, Schiff and the Dem Intel committee members should all be investigated for ignoring the COVID-19 virus threat to the Nation! https://www.foxnews.com/politics/mcconnell-says-trump-impeachment-trial-distracted-federal-government-as-coronavirus-entered-us …",,,,1245138239570104322,https://twitter.com/JackBones10/status/1245138239570104322
2020-03-31 23:57:32,daily_trust,,1,5,36,"How the COVID-19 pandemic is affecting small business operators https://www.dailytrust.com.ng/how-the-covid-19-pandemic-is-affecting-small-business-operators.html …pic.twitter.com/xzxZZUffuV",,,,1245138190748602369,https://twitter.com/daily_trust/status/1245138190748602369
2020-03-31 23:57:30,airchive,,1,4,7,"From a United Town Hall Meeting today. Frontline airline staff are first responders & heroes during Covid-19 crisis (cont'd) - 71 FAs tested positive for COVID-19 - 26 pilots tested positive for COVID-19 - 3 pilots tested positive in DENTK - 2 instructors & a new hire (4/5)",,,,1245138178799013892,https://twitter.com/airchive/status/1245138178799013892
2020-03-31 23:57:26,MKIbrahimSenior,,2,7,9,"COVID-19 is calling into question the notion that the private sector is the global engine for growth and development, as businesses across the world are looking for State bailouts to survive. The debate of the 70s on the New International Eco. Order (NIEO) will soon be renewed!",,,,1245138162357321728,https://twitter.com/MKIbrahimSenior/status/1245138162357321728
2020-03-31 23:57:24,haaretzcom,,2,11,20,"Patients with severe cases of COVID-19 are also likely to develop conjunctivitis https://www.haaretz.com/world-news/.premium-coronavirus-can-be-transmitted-through-the-eyes-chinese-researchers-find-1.8728762 …",,,,1245138155851984896,https://twitter.com/haaretzcom/status/1245138155851984896
2020-03-31 23:57:23,morgarco,,0,2,8,"university email regarding covid-19: big long email me waiting on the groupchat to blow uo to see if it is actually significant: pic.twitter.com/hFfGNiDp06",,,,1245138153196990474,https://twitter.com/morgarco/status/1245138153196990474
2020-03-31 23:57:21,stanthonysf,,0,2,4,"St. Anthony's is now serving over 3,200 meals each day to meet the growing need. #StillServingSF Help us to continue carrying out our mission of providing essential resources to San Francisco during #COVID-19: https://hubs.ly/H0p4FLW0 pic.twitter.com/gVlZsoLESU",,,#StillServingSF #COVID,1245138143717834753,https://twitter.com/stanthonysf/status/1245138143717834753
2020-03-31 23:57:15,RhodesCollege,,2,33,86,"In light of the COVID-19 situation and cancellation of test dates this spring, Rhodes will not require applicants to submit SAT or ACT test scores for the next three years. https://news.rhodes.edu/stories/rhodes-college-adopts-test-optional-admissions-policy …",,,,1245138117859987458,https://twitter.com/RhodesCollege/status/1245138117859987458
2020-03-31 23:56:49,darrylford,,67,14,481,"My dad was admitted to the hospital last night with pneumonia and tested positive for Coronavirus this morning. Check on your people, y’all. This isn’t a game.",,,,1245138007239376899,https://twitter.com/darrylford/status/1245138007239376899
2020-03-31 23:56:46,KanyaCrimJust,,2,5,8,"BOP will confine people to cells for two weeks due to COVID-19 @KGotsch @Nkechi_Taifa @SakiraCookhttps://www.cnn.com/2020/03/31/politics/prisons-lockdown-coronavirus/index.html …",,@KGotsch @Nkechi_Taifa @SakiraCookhttps,,1245137996149600256,https://twitter.com/KanyaCrimJust/status/1245137996149600256
2020-03-31 23:56:39,VCEA_Dean,,0,2,38,"What's gonna happen next? COVID-19, Snow on March 31, and now, my first Pullman Earthquake... where are my locusts?",,,,1245137966768353280,https://twitter.com/VCEA_Dean/status/1245137966768353280
2020-03-31 23:56:38,ResiliencyGuy,,1,3,7,"We just completed our @MtDiabloUSD second ""Town Hall"" meeting focused on our District's response to #Coronavirus #COVID-19 https://vimeo.com/402757053",,@MtDiabloUSD,#Coronavirus #COVID,1245137962276237312,https://twitter.com/ResiliencyGuy/status/1245137962276237312
2020-03-31 23:56:38,FatgirlHedonist,,0,8,24,"How a virtual community is helping restaurant owners and staff with mental health and sobriety resources amid COVID-19 - Open for Business https://restaurant.opentable.com/news/features/virtual-community-mental-health-sobriety/ …",,,,1245137961005580290,https://twitter.com/FatgirlHedonist/status/1245137961005580290
2020-03-31 23:56:37,gowithinco,,0,3,5,"Help us keep Within alive. All proceeds of Within merch will help us cover unexpected legal and operational costs due to COVID-19. http://gowithin.co/shop pic.twitter.com/DQYiwD6ByS",,,,1245137959822577665,https://twitter.com/gowithinco/status/1245137959822577665
2020-03-31 23:56:23,DavMicRot,,17,26,132,"A few hundred to a thousand deaths were inevitable for COVID-19, anything over that is President Trump's fault.",,,,1245137901068922882,https://twitter.com/DavMicRot/status/1245137901068922882
2020-03-31 23:56:20,TNHumanServices,,0,4,6,"Do you need to check the status of your application for emergency cash assistance for COVID-19 or the recent tornado? We’ve set up a disaster hotline to help. Call 833-496-0661 to see if your application is approved and how much money you will receive. Be sure and have your SSN. pic.twitter.com/XHispIrgsS",,,,1245137888381218816,https://twitter.com/TNHumanServices/status/1245137888381218816
2020-03-31 23:56:17,theage,,3,7,21,"The Victorian government will pump an extra $1.3 billion into the state's health system, after the number of confirmed COVID-19 cases rose by 51 overnight, to 968 http://ow.ly/tt5O30quiqF",,,,1245137874053365761,https://twitter.com/theage/status/1245137874053365761
2020-03-31 23:56:11,EileenPMcLaugh2,,13,101,210,"On February 28 Trump made fun of the “New Democratic hoax,”Coronavirus at a rally. One month later he’s telling us to prepare ourselves for some difficult times ahead and is calling it a “plague.” It only takes 30 days to go from a hoax to a plague?? #DoctorsOnlyPressConferences",,,#DoctorsOnlyPressConferences,1245137848694706177,https://twitter.com/EileenPMcLaugh2/status/1245137848694706177
2020-03-31 23:56:07,alosii,,0,2,3,"As a part of California’s community-based COVID-19 testing, Verily launched COVID-19 testing in San Jose, San Mateo, Lake Elsinore, and Sacramento. Take the online screener to see if you qualify for free testing. Stay safe! https://www.projectbaseline.com/study/covid-19/",,,,1245137831682441216,https://twitter.com/alosii/status/1245137831682441216
2020-03-31 23:55:56,gretchen_miller,,0,5,9,"Art Therapy: Journal of the American Art Therapy Association Resources for Responding to COVID-19: https://arttherapy.org/blog-art-therapy-journal-covid-19-resources … via @ArtTherapyOrg @Routledgepsych @tandfonline",,@ArtTherapyOrg @Routledgepsych @tandfonline,,1245137787743019013,https://twitter.com/gretchen_miller/status/1245137787743019013
2020-03-31 23:55:30,UniCanberra,,1,5,8,"University of Canberra psychologist, Dr Vivienne Lewis shares advice on working from home as the COVID-19 situation continues to unfold. Read it now: https://bit.ly/2JdjePz #WeAreUC",,,#WeAreUC,1245137678577909761,https://twitter.com/UniCanberra/status/1245137678577909761
2020-03-31 23:55:18,K_Hopeless,,3,1,28,"My coworker and I calculated the odds of someone in our office getting covid-19 on Friday and the odds were extremely small and now we have a confirmed case in the office so hows that for playing god",,,,1245137628531494914,https://twitter.com/K_Hopeless/status/1245137628531494914
2020-03-31 23:55:06,ErikSolheim,,12,256,816,"Innovative! India is converting train coaches into isolation wards for #coronavirus patients. Kudos to Indian Rail! pic.twitter.com/h42I2DbG3a",,,#coronavirus,1245137578342440961,https://twitter.com/ErikSolheim/status/1245137578342440961
2020-03-31 23:55:04,thehill,,47,126,138,"New York man admits hiding coronavirus symptoms to visit wife in maternity ward http://hill.cm/1TBkMfL pic.twitter.com/7dyipy4L6Y",,,,1245137566724218883,https://twitter.com/thehill/status/1245137566724218883
2020-03-31 23:55:00,gmanews,,3,37,60,"A 13-year-old British boy has died days after testing positive for COVID-19, hospital officials and his family said on Tuesday, with relatives saying he had no underlying illnesses. https://bit.ly/39E711u",,,,1245137550622121984,https://twitter.com/gmanews/status/1245137550622121984
2020-03-31 23:54:58,turtledoveictus,Yamiche,3,1,116,"Why does the word ""nice"" even have a place in the discussion of COVID-19?",,,,1245137544225923074,https://twitter.com/turtledoveictus/status/1245137544225923074
2020-03-31 23:54:52,_Sackung,,12,0,40,"I would like to thank and give the academy award to those who screwed up and did NOT let me know I was COVID-19 positive. Yes, I am ok, I was given Advair today and some directives to boost my immune system. She said I am on the tail end of it now.",,,,1245137516849577985,https://twitter.com/_Sackung/status/1245137516849577985
2020-03-31 23:54:51,CoachHayworth,_CalebBurleson,1,3,14,"COVID-19 doesn’t stop Dobyns-Bennett OL from getting the work in! Our Center @_CalebBurleson showing everyone what it takes to be great! College coaches need to keep this guy on their radar. This guy can dominate the LOS #BeefBoys #RollTribehttps://twitter.com/_CalebBurleson/status/1245096486611886080 …",,@_CalebBurleson,#BeefBoys #RollTribehttps,1245137512445730818,https://twitter.com/CoachHayworth/status/1245137512445730818
2020-03-31 23:54:50,ProspectsLive,,24,35,47,"With COVID-19 deeply impacting small businesses, we're doing a giveaway to lift up two that we love. Win a Mike Trout bat mug courtesy of @YoungBatCompany Enter by replying w/ an image of your membership to @fangraphs or recent purchase from @YoungBatCompany + a Like & RTpic.twitter.com/uLIMCQT7WU",,@YoungBatCompany @fangraphs @YoungBatCompany,,1245137508964249600,https://twitter.com/ProspectsLive/status/1245137508964249600
2020-03-31 23:54:44,HPAsianVoices,,2,48,41,"Asian women are three times more likely than men to report racist harassment related to COVID-19, a new report shows. http://huffp.st/xYtyUki",,,,1245137485753180169,https://twitter.com/HPAsianVoices/status/1245137485753180169
2020-03-31 23:54:42,Melski1,,21,469,432,"Jan 31 Trump bans flights from China Feb 24 Pelosi tells everyone Trump is being a racist and to go visit Chinatown Mar 29 On CNN's ""State of the Union,"" Pelosi said that the White House's delayed response to the coronavirus pandemic cost American lives Scourge of America pic.twitter.com/88dTWRru81",,,,1245137476429234178,https://twitter.com/Melski1/status/1245137476429234178
2020-03-31 23:54:37,taystu14,,5,0,60,"My sisters wedding has been postponed due to COVID-19. Now I just have to make sure I can still fit into this dress when the show finally goes on. It’s been altered. There’s no going back now. pic.twitter.com/Gb3Pd1waPw",,,,1245137455575191552,https://twitter.com/taystu14/status/1245137455575191552
2020-03-31 23:54:25,drawandstrike,Yamiche,138,488,2135,"What price should the Democratic Party pay for holding that sham impeachment and distracting this nation's Chief Executive while the Coronavirus was already here, do you think?",,,,1245137406648553474,https://twitter.com/drawandstrike/status/1245137406648553474
2020-03-31 23:54:21,ashley_morgan12,,0,6,34,"Today is my Grandmother’s 93rd birthday. We had to cancel her party due to covid-19. The neighborhood surprised her with a different kind of celebration today. #happy93rdbirthdaygrammypic.twitter.com/eLB5bw8uhK",,,#happy93rdbirthdaygrammypic,1245137387153391616,https://twitter.com/ashley_morgan12/status/1245137387153391616
2020-03-31 23:54:20,fox5dc,,0,11,10,"Prince George's County Fire & EMS Department member tests positive for COVID-19: officials https://bit.ly/33Z61DK",,,,1245137385639366661,https://twitter.com/fox5dc/status/1245137385639366661
2020-03-31 23:54:17,MayorMikeSpano,,11,13,42,"#YonkersLeadingTheWay To help combat COVID-19, the @CityofYonkers will be using this to clean commonly used public areas to promote a safe environment. As always, please stay home to help slow the spread, but if you must go out, we're doing our part to keep Yonkers clean.pic.twitter.com/1lRYMsXojl",,@CityofYonkers,#YonkersLeadingTheWay,1245137370120364032,https://twitter.com/MayorMikeSpano/status/1245137370120364032
2020-03-31 23:54:16,_NickKelly,,1,2,28,"With COVID-19 limiting sports and ultimately sports coverage, I won't be anchoring anymore for @KOMUsports. I'm bummed of course, but I'm also quite grateful for the opportunities KOMU gave a sportswriter during his senior year. Here's my reel:https://www.youtube.com/watch?v=aE8uHe5WQw8 …",,@KOMUsports,,1245137368199331841,https://twitter.com/_NickKelly/status/1245137368199331841
2020-03-31 23:54:12,angryasianman,,27,72,194,"Trying to find out more, but there are conflicting reports, and I read Korean like a kindergartner. But from what I can gather, this fight at Angelo State University started because a white student plastered a Korean student's door with coronavirus flyers. https://news.joins.com/article/23742190 …pic.twitter.com/PoXbQ78ZT3",,,,1245137349060612096,https://twitter.com/angryasianman/status/1245137349060612096
2020-03-31 23:54:01,RobertMaguire_,,28,85,183,"Mitch McConnell and other Trump allies have tried to suggest in recent days that impeachment ""diverted"" Trump's attention away from coronavirus. Today Trump pretty definitively closed that door: ""I don't think I would have done any better had I not been impeached"" pic.twitter.com/zXySbSyjSH",,,,1245137302948646917,https://twitter.com/RobertMaguire_/status/1245137302948646917
2020-03-31 23:53:58,BoSnerdley,,0,38,76,"Fujifilm begins final stage of human trials for flu drug for COVID-19 https://mol.im/a/8173879 via @MailOnline",,@MailOnline,,1245137291644985347,https://twitter.com/BoSnerdley/status/1245137291644985347
2020-03-31 23:53:51,MakingStarWars,,6,15,307,"It's a huge bummer to hear about losing Andrew Jack to COVID-19. He was one of the resistance fighters that always stuck out to me and caught my eye in VII and VIII. We're lucky we had him as a Resistance fighter in the sequels and the voice of Moloch in Solo: A Star Wars Story.",,,,1245137263941406721,https://twitter.com/MakingStarWars/status/1245137263941406721
2020-03-31 23:53:42,jennyleonacosta,,4,5,38,"COVID-19 got my mom taking my chips I just bought and washing them all w soap I cannot make this up pic.twitter.com/d7juwB2RAv",,,,1245137225878130688,https://twitter.com/jennyleonacosta/status/1245137225878130688
2020-03-31 23:53:37,CBCFletch,,7,8,22,"Here are the latest COVID-19 testing numbers & results from each province & territory: pic.twitter.com/y5YcOdpnLH",,,,1245137204822839296,https://twitter.com/CBCFletch/status/1245137204822839296
2020-03-31 23:53:29,TomFitton,Tom_Winter,56,615,1208,". @RealDonaldTrump should direct FDA to evaluate, on an emergency basis, the use of #Hydroxycloroquine as a #coronavirus prophylactic for front-line health workers, first responders, etc. India has already authorized this for front line health workers.... https://twitter.com/Tom_Winter/status/1245135616981024769 …",,@RealDonaldTrump,#Hydroxycloroquine #coronavirus,1245137171239055362,https://twitter.com/TomFitton/status/1245137171239055362
2020-03-31 23:53:14,airchive,,2,8,27,"From a United Town Hall Meeting today. Frontline airline staff are first responders & heroes during Covid-19 crisis: - 13% load factor - 30,000 pax today. Normally 550,000 per day - Only flying about 30% of normal schedule - Currently flying to only 6 Int’l destinations (1/5)",,,,1245137108823613441,https://twitter.com/airchive/status/1245137108823613441
2020-03-31 23:53:12,mojos55,raphaeldogg,1,28,23,"Incompetence & Negligence: UK govt says the difficulty in increasing the number of Covid-19 tests is due to shortage of ""chemical reagents"". The industry says ""no shortage""; ministers have made ""no attempt to find out if there was a supply problem"". https://twitter.com/raphaeldogg/status/1245135854307287040 …",,,,1245137096588787718,https://twitter.com/mojos55/status/1245137096588787718
2020-03-31 23:53:11,globalnewsto,,10,19,84,"Christopher Desloges is often seen standing with Premier Doug Ford helping deliver vital information during the fight against COVID-19. https://globalnews.ca/news/6759112/coronavirus-christopher-desloges-sign-language-interpreter-ontario/ …",,,,1245137093476614150,https://twitter.com/globalnewsto/status/1245137093476614150
2020-03-31 23:53:10,ShawnG927,,221,629,420,"Meanwhile in Philadelphia, protesters are here calling for the city and state to release prisoners, so they don’t get Coronavirus in prison! Gotta keep our felons healthy! pic.twitter.com/69Gxv9hN7j",,,,1245137089630519300,https://twitter.com/ShawnG927/status/1245137089630519300
