date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-12-31 05:56:57,egbhoops,,0,4,33,"What we learned this past weekend is Southern California High School Girls Basketball is going to be epic in March of 2020. @MaterDeiGBB Sierra Canyon @RosaryRoyals Long Beach Poly LaJolla Country Day Centennial Corona Cathedral Catholic Etiwanda Chaminade Troy Windward",,@MaterDeiGBB @RosaryRoyals,,1211888957106995200,https://twitter.com/egbhoops/status/1211888957106995200
2019-12-31 04:00:43,LemonnHerb,,3,19,153,"Thank you Corona Island! pic.twitter.com/hx48VVuEuV",,,,1211859705208815617,https://twitter.com/LemonnHerb/status/1211859705208815617
2019-12-31 02:55:42,BattleZone24,,1,15,43,"Corona Centennial wins the King Cotton Classic in Pine Bluff, Arkansas #BattleZONEpic.twitter.com/968zczAbtL",,,#BattleZONEpic,1211843340536123392,https://twitter.com/BattleZone24/status/1211843340536123392
2019-12-31 02:37:15,1037TheBuzz,,0,7,34,"Congratulations to the Corona Centennial Huskies, 2019 King Cotton Champions @simmons_bankpic.twitter.com/lSGMR9COW1",,@simmons_bankpic,,1211838699153055746,https://twitter.com/1037TheBuzz/status/1211838699153055746
2019-12-31 00:28:41,BrandonHuffman,,3,16,75,"Corona (Calif.) Centennial receiver Gary Bryant Jr. will announce his future school on Saturday during the All-American Bowl https://247sports.com/Article/Four-star-WR-Gary-Bryant-Jr-set-to-reveal-at-All-American-Bowl-141331327/ …pic.twitter.com/BT1Y2ioqkP",,,,1211806344799555584,https://twitter.com/BrandonHuffman/status/1211806344799555584
2019-12-30 23:12:50,DailyPilotSport,,1,7,33,"Corona del Mar football coach Dan O'Shea a finalist for All-American Bowl Coach of the Year | @ByDCP · @mjszabo · @ProfessorTurnerhttps://www.latimes.com/socal/daily-pilot/sports/story/2019-12-28/corona-del-mar-football-coach-dan-oshea-a-finalist-for-all-american-bowl-coach-of-the-year …",,@ByDCP @mjszabo @ProfessorTurnerhttps,,1211787254907015169,https://twitter.com/DailyPilotSport/status/1211787254907015169
2019-12-30 19:22:55,redonart,,0,10,41,"The Boat (Virgin with Corona), 1897 #frenchart #symbolismpic.twitter.com/1tHRhVrVr8",,,#frenchart #symbolismpic,1211729394630307841,https://twitter.com/redonart/status/1211729394630307841
2019-12-30 17:31:44,SungrazerComets,,1,23,72,"#2 [part 2/3]: C/2011 W3 (Lovejoy) - to our astonishment, Lovejoy buzzed right through the million-degree solar corona, watched almost the entire way by a fleet of spacecraft. The science return was simply phenomenal, and the visuals just... [: @NASASun SDO/AIA]pic.twitter.com/dFafF2ncEa",,@NASASun,#2,1211701413941841921,https://twitter.com/SungrazerComets/status/1211701413941841921
2019-12-30 14:50:08,_Goalpoint,,2,44,287,"GP Ratings 2019 @#LigaNOS Bruno Fernandes 7.33 Rafa Silva 7.24 Pizzi 6.88 Otávio 6.68 Éder Militão 6.62 João Félix 6.59 Herrera 6.46 Rodrigo S. 6.46 Alex Telles 6.44 Corona 6.36 pic.twitter.com/8cmBLeQzPu",,@,#LigaNOS,1211660749770244096,https://twitter.com/_Goalpoint/status/1211660749770244096
2019-12-30 12:11:33,SkhuRadebe,,21,27,796,"Corona Island in a few... pic.twitter.com/zBztGEMm5V",,,,1211620836962111489,https://twitter.com/SkhuRadebe/status/1211620836962111489
2019-12-31 20:59:55,Loomy7,,2,3,40,"For August, the highlights were @DenFurCO, a trip up corona pass, and a trip to Brainard Lake. https://photos.app.goo.gl/FGh2Nda1yeds8Txu7 … @FlipBunny @khalifayote @TavvyTiggy @TheDizziestpic.twitter.com/YkPdilQnat",,@DenFurCO @FlipBunny @khalifayote @TavvyTiggy @TheDizziestpic,,1212116196297830400,https://twitter.com/Loomy7/status/1212116196297830400
2019-12-31 20:32:55,PresidentScando,,2,3,12,"Tryna be on that bachata flow tonight Ju heardddd with a corona on one hand & a patron on the other",,,,1212109399633879041,https://twitter.com/PresidentScando/status/1212109399633879041
2019-12-31 19:37:47,NYPD110Pct,,0,1,21,"As the year comes to an end, officers of the NYPD 110th Precinct continue to do what they have done all year - keep the people of #Queens safe . This gun was removed from the streets of #Elmhurst and #Corona in the final days of 2019. pic.twitter.com/TVXEEwy7Kc",,,#Queens #Elmhurst #Corona,1212095527069855744,https://twitter.com/NYPD110Pct/status/1212095527069855744
2019-12-31 17:43:57,Random_husky,,1,9,17,"Have a Pawrona on me this new years eve #NewYearsEve #furry #corona #Fursuitparadepic.twitter.com/VNrE5OAT1Z",,,#NewYearsEve #furry #corona #Fursuitparadepic,1212066876702035968,https://twitter.com/Random_husky/status/1212066876702035968
2019-12-31 10:52:44,LetsatsiMs,,1,2,13,"I want to go buy a six pack of corona but I'm afraid I might only come back next year pic.twitter.com/b7s2XUMM8E",,,,1211963393541910529,https://twitter.com/LetsatsiMs/status/1211963393541910529
2019-12-31 09:34:19,moray_newlands,pieandbov,2,3,23,"Corona. The Wales of shite beer with Gareth Bale playing the slice of lime.",,,,1211943658515259398,https://twitter.com/moray_newlands/status/1211943658515259398
2019-12-31 04:25:01,bxbyygirlangie,JulioPlatano,0,3,11,"this me w a corona blasting aventura https://twitter.com/JulioPlatano/status/1211035807429074946 …",,,,1211865818482532352,https://twitter.com/bxbyygirlangie/status/1211865818482532352
2019-12-31 03:46:05,starfishgirI,,0,2,14,"mood for the day is terry walking into my house with an overflowing corona talking about some kind of “keif”??? and then threatening lolas life, and me receiving this message all in the space of one minute while tegan and i are just trying to eat eat our vegan pancakes pic.twitter.com/SQ0aOJq8gM",,,,1211856023486492673,https://twitter.com/starfishgirI/status/1211856023486492673
2019-12-31 00:21:47,PEcom_preps,,0,6,18,"Riverside County Boys Athlete of the Week: Devin Williams, Corona https://trib.al/Q0bEdjz",,,,1211804607061659651,https://twitter.com/PEcom_preps/status/1211804607061659651
2019-12-30 23:13:55,DailyPilotSport,,0,4,11,"High School Male Athlete of the Week: Jack Stone is Corona del Mar basketball's scoring machine | @ByDCP · @mjszabo · @ProfessorTurnerhttps://www.latimes.com/socal/daily-pilot/sports/story/2019-12-28/high-school-male-athlete-of-the-week-jack-stone-is-corona-del-mar-basketballs-scoring-machine …",,@ByDCP @mjszabo @ProfessorTurnerhttps,,1211787528509878273,https://twitter.com/DailyPilotSport/status/1211787528509878273
2019-12-30 22:53:05,WranglerNetwork,,0,2,24,"In a few weeks the Western world will gather once again for the Art of the Cowgirl. The event, which celebrates Western art and horsemanship, will take place at the Corona Ranch outside of Phoenix, Arizona from January 24-26. Purchase your ticket today! https://bit.ly/2Q9TnMJ pic.twitter.com/auJsyI9llv",,,,1211782286145970176,https://twitter.com/WranglerNetwork/status/1211782286145970176
2019-12-30 21:28:30,joserichardhdz,,0,9,34,"New Years party in Madison Ca is about to get fat af continuation of @marcus_corona and my first and second graduation party Madison is shutdown hmu for addy DJ @hitman_hdz will be in the booth. Beer, tits, ass, liquor, etc let’s get this shit poppin",,@marcus_corona @hitman_hdz,,1211760998585028608,https://twitter.com/joserichardhdz/status/1211760998585028608
2019-12-30 20:30:23,policeofficer,,0,12,12,"Corona police K-9’s takedown of suspect is a smashing success #CAhttps://www.pasadenastarnews.com/2019/12/20/corona-police-k-9s-takedown-of-suspect-is-a-smashing-success/ …",,,#CAhttps,1211746375194550272,https://twitter.com/policeofficer/status/1211746375194550272
2019-12-30 19:58:20,dancinillusion,,1,2,19,"drinking a corona beer now, today was a better day, ga posting sumn on social media would make it even better, @ladygaga pls ma’ampic.twitter.com/qePEr0EEF1",,@ladygaga,,1211738308059025409,https://twitter.com/dancinillusion/status/1211738308059025409
2019-12-30 18:04:11,Roto__M,,2,8,10,"Corona is overrated.",,,,1211709582583771137,https://twitter.com/Roto__M/status/1211709582583771137
2019-12-30 14:29:54,_ajw21,,0,4,14,"A corona really just Spanish gatorade",,,,1211655656752766977,https://twitter.com/_ajw21/status/1211655656752766977
2019-12-30 12:22:47,DREAMCHASER_MH5,nickkgurr,0,3,26,"Niggas when they go 22 hours without buying a box of corona https://twitter.com/nickkgurr/status/1209372528549883904 …",,,,1211623666695299072,https://twitter.com/DREAMCHASER_MH5/status/1211623666695299072
2019-12-30 09:55:20,schmmuck,,5,2,23,"Corona pints cost just Rs.125 (MRP) in Goa. Not bad.",,,,1211586558941450241,https://twitter.com/schmmuck/status/1211586558941450241
2019-12-30 08:24:57,Boiit_M,,7,10,11,"Corona drinkers. RT to save a life. pic.twitter.com/uJfd8uNAGP",,,,1211563815026020353,https://twitter.com/Boiit_M/status/1211563815026020353
2019-12-30 02:27:04,PearlteaRizzy,,7,3,66,"It's really weird to see a franchise that's known for fast cars, Corona and asses decided to make a canon animated spinoff for younger audiences x.x",,,,1211473750467571713,https://twitter.com/PearlteaRizzy/status/1211473750467571713
2019-12-30 02:11:00,globalnews,,2,18,35,"Mesmerizing, isn't it? NASA recently released images of the sun's atmosphere that were captured by the Parker Solar Probe. The clips show the sun’s powerful magnetic field, as well as the energy particle bursts that erupt from the corona. pic.twitter.com/ZX8VhKigck",,,,1211469704562278400,https://twitter.com/globalnews/status/1211469704562278400
2019-12-29 22:02:40,sebasterd220,yantastiko,0,33,128,"Bro why did I travel back in time to corona high school https://twitter.com/yantastiko/status/1211207230583787521 …",,,,1211407209810165760,https://twitter.com/sebasterd220/status/1211407209810165760
2019-12-29 20:18:20,awrod,bntux,1,1,136,"yeah you shouldn't come cause you only drink piss AKA Corona",,,,1211380955123986432,https://twitter.com/awrod/status/1211380955123986432
2019-12-29 20:18:06,yaagirljennn,,0,22,38,"I need a pound of shrimp, cajun fries, and a fucken corona",,,,1211380895950655488,https://twitter.com/yaagirljennn/status/1211380895950655488
2019-12-29 18:55:37,SkhuRadebe,,1,10,145,"Myself and the Bro gearing up to finish what has been an incredible year...manifested all 2019 Visions ,and then some. Corona Island Tomorrow 30th H20 WildWaters Boksburg 31st Then finish off the year in Durban at FACT DURBAN ROCKS unkulunkulu mkhulu! pic.twitter.com/kCC9dxDg5N",,,,1211360139183308802,https://twitter.com/SkhuRadebe/status/1211360139183308802
2019-12-29 10:15:00,BigSevenTravel,,1,19,91,"Madonna della Corona church in northern Italy clings to the side of the cliff... : @sennarelaxpic.twitter.com/QJkslwIuk2",,@sennarelaxpic,,1211229119108780032,https://twitter.com/BigSevenTravel/status/1211229119108780032
2019-12-29 09:10:46,pieandbov,,20,5,37,"P&B Christmas Cup Quarter Finals Draw 29/12 ========== Corona v Tiger Tennents v Birra Moretti 30/12 ========== San Miguel v Staropramen Peroni Nastro Azzuro v Budweiser Today’s QFs get underway shortly.",,,,1211212954894557184,https://twitter.com/pieandbov/status/1211212954894557184
2019-12-29 04:41:44,coyote_soccer,,0,7,32,"Lots of former Coyotes on the field for the @FallsTownFlyers tonight! Brandon Wright- 2016 Esly Pimentel- 2011 Mitchell Kurtz- 2016 Carlos Gonzalez- 2016 Pedro Reza- 2013 Cesar Corona- 2014 pic.twitter.com/2EPBaqJONS",,@FallsTownFlyers,,1211145253052461059,https://twitter.com/coyote_soccer/status/1211145253052461059
2019-12-29 02:28:04,tlo_doe,,2,8,44,"views from the hometown, corona. pic.twitter.com/FLVxVrtVz9",,,,1211111613878669312,https://twitter.com/tlo_doe/status/1211111613878669312
2019-12-28 23:31:09,JaimeRosasJr,NaiVeronique,1,47,101,"A bottle of Corona. https://twitter.com/NaiVeronique/status/1210687117304709122 …",,,,1211067089923928064,https://twitter.com/JaimeRosasJr/status/1211067089923928064
2019-12-28 21:54:39,_SCORPIOMAMIII_,,8,2,76,"I did not take this picture for those asking I stole it off some dude on Facebook I tried checking to see if he had a Twitter but no luck. Says home boy is from CORONA tho pic.twitter.com/E8UbC4LyMU",,,,1211042805717430272,https://twitter.com/_SCORPIOMAMIII_/status/1211042805717430272
2019-12-28 17:15:19,__silent_,,7,11,83,"New SilentPatch releases for GTA III, Vice City and San Andreas dubbed ""The Corona Update"" are out! Plenty of fixes right for the 6th anniversary, presented in a new, clearer format: https://cookieplmonster.github.io/2019/12/28/silentpatch-corona-update/ … #SilentPatchIt",,,#SilentPatchIt,1210972510038241280,https://twitter.com/__silent_/status/1210972510038241280
2019-12-28 16:32:16,_Nacho_Libro,BomboclaatThis,1,41,256,"My mom watching me drink fruity drinks and wine at christmas after I declined the corona and dos equis she kept offering me https://twitter.com/BomboclaatThis/status/1204797673469042693 …",,,,1210961676364926976,https://twitter.com/_Nacho_Libro/status/1210961676364926976
2019-12-28 13:51:50,h_dailylife,,1,178,78,"Name : Jinhee Female, 25kg. Approx. 8-9 years old. Heratworm negative. All the vaccines done (HDPPL, Corona, Kennel cough, Rabies, Canniflu) Flea & ticks preventions done House broken. ( Even at shelter she absolutely needs to go for walk to do business. ) pic.twitter.com/wb23vcahxC",,,,1210921298999705601,https://twitter.com/h_dailylife/status/1210921298999705601
2019-12-28 11:42:48,AngryTheInch,,55,206,1702,"When you don't have a tripod at hand and a colorful corona erupts overhead. Works just as well to place the camera on the ground. :) Get a tilted critter's view of the light show in the sky. pic.twitter.com/NZ7tfcH8n7",,,,1210888826341789697,https://twitter.com/AngryTheInch/status/1210888826341789697
2019-12-27 23:36:52,lunch_enjoyer,,1,4,98,"kicked out of chipotle for letting my nephew have a couple sips of corona...fucked country we live in",,,,1210706141321289730,https://twitter.com/lunch_enjoyer/status/1210706141321289730
2019-12-27 18:31:12,TeamBurritoTM,,0,16,51,"Every time a 360 flip goes down on the dance floor a corona gets its lime #teamburrito #burrito #skateboarding #skateboardingisfun #beerpic.twitter.com/qCpW8nrRPL",,,#teamburrito #burrito #skateboarding #skateboardingisfun #beerpic,1210629217152589824,https://twitter.com/TeamBurritoTM/status/1210629217152589824
2019-12-27 07:46:00,SwarajyaMag,,1,10,42,"Aditya-L1 will observe and study the corona of the sun and would also provide observations on Sun’s photo-sphere and chromosphere https://swarajyamag.com/insta/isros-2020-resolution-conquer-sun-gaganyaan-test-over-10-satellite-missions …",,,,1210466846362816512,https://twitter.com/SwarajyaMag/status/1210466846362816512
2019-12-27 07:33:37,IrbyMariah,,1,6,21,"Is that her in the VIP-line With the Vuitton and Yves saint Laurent Used to drive the Nissan, now she in a Beamer I don't want 'er cause she from the corner And I heard that Beamer was a loner Her old man, the owner And I don't even drink Corona's What type of drink you want bruh",,,,1210463732293390336,https://twitter.com/IrbyMariah/status/1210463732293390336
2019-12-27 01:11:12,Dr_ThomasZ,SolarGirl2018,1,11,55,"Hi #Venus - bye #Venus - and back into the solar corona for another record setting orbit of discovery! https://twitter.com/SolarGirl2018/status/1210308123900157957 …",,,#Venus #Venus,1210367491706216448,https://twitter.com/Dr_ThomasZ/status/1210367491706216448
2019-12-27 00:24:37,Octaviomehhh,,1,7,62,"Mother Nature can be so cool sometimes. The view from my work in corona pic.twitter.com/YnGuYbVyW0",,,,1210355769918382086,https://twitter.com/Octaviomehhh/status/1210355769918382086
2019-12-26 21:15:17,SolarGirl2018,,2,15,45,"@NASASun #ParkerSolarProbe 2nd Venus flyby Now heading back for her 4th trip through the corona - this time even closer than before #HelioRocks #coolesthottestmissionunderthesun pic.twitter.com/1oA8E4tooz",,@NASASun,#ParkerSolarProbe #HelioRocks #coolesthottestmissionunderthesun,1210308123900157957,https://twitter.com/SolarGirl2018/status/1210308123900157957
2019-12-26 20:23:27,joancarroll,,0,23,31,"On The Way To Corona Arch Moab Utah https://buff.ly/2Z6OYwU #hiking #hikingadventures #moab #utah #UT #landscape #landscapephotography @joancarrollpic.twitter.com/ENxETROCg8",,@joancarrollpic,#hiking #hikingadventures #moab #utah #UT #landscape #landscapephotography,1210295079216267270,https://twitter.com/joancarroll/status/1210295079216267270
2019-12-26 18:09:56,trigonis30,,0,10,26,"2019 @TarkClassic Part IV: Corona Centennial Runs Platinum Division Table: https://nbnmagazine.com/2019-tark-classic-part-iv-corona-centennial-runs-the-platinum-division-table/ … @checkball @ChrisPoPoola @Vanshoops @hoopscooponlinepic.twitter.com/9JfXw2716r",,@TarkClassic @checkball @ChrisPoPoola @Vanshoops @hoopscooponlinepic,,1210261476704784384,https://twitter.com/trigonis30/status/1210261476704784384
2019-12-26 17:34:26,CoronaPD,,1,8,36,"Senate Bill No. 245 will soon allow Veterans in California to adopt a pet from the Corona Animal Shelter, and other public shelters, for free. Click to view details... https://uqfh5.app.goo.gl/5Q7H",,,,1210252545408618498,https://twitter.com/CoronaPD/status/1210252545408618498
2019-12-26 14:19:02,Khanji7,,5,3,53,"This is not an AD but, you can pay me @corona pic.twitter.com/jLVZH34GIC",,@corona,,1210203370541191169,https://twitter.com/Khanji7/status/1210203370541191169
2019-12-26 11:08:16,LiveAuroraNetw1,,3,45,185,"Love it when a Corona opens up above our heads @aurorareykjavik @SonyAlphapic.twitter.com/WtAtLGNnnL",,@aurorareykjavik @SonyAlphapic,,1210155362386632704,https://twitter.com/LiveAuroraNetw1/status/1210155362386632704
2019-12-26 07:33:53,lucky_thedon1,,30,55,127,"Niggaz who drink corona pic.twitter.com/vzTovAqmfw",,,,1210101411859619841,https://twitter.com/lucky_thedon1/status/1210101411859619841
2019-12-26 05:33:32,IanKarmel,,16,8,274,"I love the Corona commercial with the palm tree Christmas lights so much.",,,,1210071124467277824,https://twitter.com/IanKarmel/status/1210071124467277824
2019-12-26 03:36:15,KarinaLongworth,,3,1,63,"The cold corona you opened when your team was up >>>>>>> the lukewarm half corona you’re left with when they lose",,,,1210041609359896578,https://twitter.com/KarinaLongworth/status/1210041609359896578
2019-12-26 02:25:03,Nikki_Corona14,,0,5,24,"Merry Christmas from the Corona brothers! pic.twitter.com/wsS11OWUjQ",,,,1210023689942532096,https://twitter.com/Nikki_Corona14/status/1210023689942532096
2019-12-25 21:06:28,CharlieFreyre,,2,4,56,"“Feliz Navidad” by Corona Extra should be considered a Top 10 TV commercial of all-time pic.twitter.com/jn49UCYSSp",,,,1209943516115329024,https://twitter.com/CharlieFreyre/status/1209943516115329024
2019-12-25 20:47:57,OfcrMatt,,27,3,336,"Merry Christmas from @OfcrMatt and @CopWife1950 (and Corona's butt). pic.twitter.com/o0wZxbpfrg",,@OfcrMatt @CopWife1950,,1209938854972510209,https://twitter.com/OfcrMatt/status/1209938854972510209
2019-12-25 19:49:51,msbeatrice_81,,1,138,506,"In the MMA stage, we also saw lights representing the Corona Borealis, the crown Dionysus gave to Ariadne. Today, we saw a spider web behind the head of Dionysus, imagery connected to Ariadne because of the thread gave Theseus to save him from the Minotaur's maze. @BTS_twtpic.twitter.com/r5xs39tA7f",,@BTS_twtpic,,1209924234547531778,https://twitter.com/msbeatrice_81/status/1209924234547531778
2019-12-25 18:00:00,wsl,,3,122,778,"Moment of the Year #17: Perfect ride! @Steph_gilmore wins her 30th event at the Corona Bali Protected | @corona pic.twitter.com/iEkpqWxWYe",,@Steph_gilmore @corona,#17,1209896589537341441,https://twitter.com/wsl/status/1209896589537341441
2019-12-25 07:53:25,ChilliKong,,7,6,116,"Drank nice last night. Went in the fridge to get a Corona this morning and the wife forbid me. I’m now in the back yard having a cold 1 while she’s in the shower. December my baaaaaaas",,,,1209743936337698816,https://twitter.com/ChilliKong/status/1209743936337698816
2019-12-25 06:39:27,Entity3D,,2,4,30,"wip, I'm remaking an old scene I made in cinema and corona but now in #b3d and @ECycles1 n.npic.twitter.com/7bHX206fhP",,@ECycles1,#b3d,1209725326005297152,https://twitter.com/Entity3D/status/1209725326005297152
2019-12-25 04:17:21,vincecorona_co,,1,7,58,"BANDA CORONA Coming to the AV fair soon The fam so off beat and I didn’t know the words lowk pic.twitter.com/NVUMdMoFtU",,,,1209689565352493056,https://twitter.com/vincecorona_co/status/1209689565352493056
2019-12-25 00:23:38,ragin_gagin,,0,2,27,"jesus said to have a 6 pack of corona in celebration of his birthday!!! the lord giveth!!!",,,,1209630744970235904,https://twitter.com/ragin_gagin/status/1209630744970235904
2019-12-25 00:07:24,Jflea22,,1,30,15,"Found this pup around Foothill and Monticello in Corona. Female and appears to be pregnant. Please rt to find her owner pic.twitter.com/Cby0uFrirQ",,,,1209626662255521792,https://twitter.com/Jflea22/status/1209626662255521792
2019-12-24 19:05:16,ArmstrongHouse,,0,30,43,"There’s only one way for the #LouisArmstrongChristmasCountdown to end: listening to Louis read ""The Night Before Christmas,"" recorded in the den of his Corona, Queens home in February 1971, less than six months before he passed away. A beautiful reading. https://www.youtube.com/watch?v=-pe_DCJtOmI …",,,#LouisArmstrongChristmasCountdown,1209550627606585344,https://twitter.com/ArmstrongHouse/status/1209550627606585344
2019-12-24 18:00:00,wsl,,9,121,760,"Moment of the Year #18: @thevibesrgood wins with style at the Corona Highline Heat J-Bay | @corona pic.twitter.com/efZnjkA7D2",,@thevibesrgood @corona,#18,1209534204045692928,https://twitter.com/wsl/status/1209534204045692928
2019-12-24 15:35:44,alyshadelvalle,,4,2,54,"Minor problems out on our freeways! *Watch out for some FOG lingering over the 91 and the 15 (hi Corona!) also the 405, the 5 and some toll roads in the OC! #HOLIDAYLIGHT #traffic #driving #TodayInLA @nbclapic.twitter.com/VDaLsCuY7x",,@nbclapic,#HOLIDAYLIGHT #traffic #driving #TodayInLA,1209497896304832513,https://twitter.com/alyshadelvalle/status/1209497896304832513
2019-12-24 14:38:08,DaveDuricy,,1,22,112,"Tim finally achieved his dream of spending Christmas in a Corona Extra commercial. 1959 Chrysler Saratoga. #Chrismtas #Chryslerpic.twitter.com/47K1BlmLMN",,,#Chrismtas #Chryslerpic,1209483400924606464,https://twitter.com/DaveDuricy/status/1209483400924606464
2019-12-24 11:00:37,franhealy,,34,49,537,"I meant to post this after @travisband show in Mexico City Corona Capital Festival last month. Such a great show and got to watch @Franz_Ferdinand and @thestrokes afterwards... hadn't seen The Strokes live since Gig on the Green in 2001. Anyways photo credit to @mcpharterpic.twitter.com/fQhx506UqD",,@travisband @Franz_Ferdinand @thestrokes @mcpharterpic,,1209428660236668929,https://twitter.com/franhealy/status/1209428660236668929
2019-12-24 10:38:01,AggeRosenmeier,,12,3,273,"One of my biggest achievements this season so far - I actually managed to complete a WL Elite 1 with the lads. Bolasie is poor. Corona Messi light Merry Christmas pic.twitter.com/BHgiWKIaQW",,,,1209422971477151750,https://twitter.com/AggeRosenmeier/status/1209422971477151750
2019-12-24 06:21:12,rosie_marie21,,0,45,109,"My New Years kiss is going to be a corona I’m callin it",,,,1209358341735976962,https://twitter.com/rosie_marie21/status/1209358341735976962
2019-12-23 23:13:11,sophiestizax,SBXOSBXO,1,8,33,"good thing me n my corona can’t read https://twitter.com/SBXOSBXO/status/1209246820075016193 …",,,,1209250628100329473,https://twitter.com/sophiestizax/status/1209250628100329473
2019-12-23 22:56:28,Soraalam1,,0,4,63,"Sorry for such a long break from this playthrough, had to deal with Larxene and other things. Going live again with the Kingdom Hearts III World Specific Keyblade Run. Today is Ever After in Kingdom of Corona https://www.twitch.tv/soraalam1 pic.twitter.com/sxkhvpoAQg",,,,1209246422039707649,https://twitter.com/Soraalam1/status/1209246422039707649
2019-12-23 21:23:18,benign0,,1,13,46,"Recall... Kaya Natin leader and Ateneo director Harvey Keh caught lying in Corona impeachment trial session https://www.getrealphilippines.com/2012/05/kaya-natin-leader-and-ateneo-director-harvey-keh-caught-lying-in-corona-impeachment-trial-session/ …",,,,1209222975729221632,https://twitter.com/benign0/status/1209222975729221632
2019-12-23 21:01:27,TGingerlad,,32,65,1129,"Got my corona , now some one bring me a sausage roll pic.twitter.com/nY0wrqCMIJ",,,,1209217477550465024,https://twitter.com/TGingerlad/status/1209217477550465024
2019-12-23 20:42:21,PearlteaRizzy,,16,6,108,"I just realized almost every Hollywood depiction of Mexico always have this yellow/sepia filter on it. It's like drenching your eyes with Corona... What's up with that? X.x",,,,1209212671708450816,https://twitter.com/PearlteaRizzy/status/1209212671708450816
